CUSTOMER_ID,FIRST_NAME,LAST_NAME,COUNTRY,SEGMENT,SIGNUP_DATE,IS_ACTIVE
1457.0,First457,Last457,DE,RETAIL,2023-08-20,1
1458.0,First458,Last458,NL,RETAIL,2023-11-03,0
1459.0,First459,Last459,NO,RETAIL,2023-02-08,0
1460.0,First460,Last460,DK,RETAIL,2023-09-22,0
1461.0,First461,Last461,NO,RETAIL,2023-02-21,0
1462.0,First462,Last462,NL,RETAIL,2023-10-01,0
1463.0,First463,Last463,SE,RETAIL,2023-06-02,1
1464.0,First464,Last464,NL,ONLINE,2023-01-03,0
1465.0,First465,Last465,NO,RETAIL,2023-12-19,0
1466.0,First466,Last466,DE,ONLINE,2023-03-02,0
1467.0,First467,Last467,SE,RETAIL,2023-08-06,1
1468.0,First468,Last468,NL,RETAIL,2023-03-08,0
1469.0,First469,Last469,DK,RETAIL,2023-12-07,0
1470.0,First470,Last470,SE,RETAIL,2023-09-27,1
1471.0,First471,Last471,NO,RETAIL,2023-10-21,0
1472.0,First472,Last472,NO,RETAIL,2023-06-07,0
1473.0,First473,Last473,NO,ONLINE,2023-06-20,0
1474.0,First474,Last474,DK,RETAIL,2023-08-20,0
1475.0,First475,Last475,SE,WHOLESALE,2023-10-14,0
1476.0,First476,Last476,DK,RETAIL,2023-11-06,1
1477.0,First477,Last477,NO,RETAIL,2023-01-07,0
1478.0,First478,Last478,SE,RETAIL,2023-08-31,0
1479.0,First479,Last479,  dk ,RETAIL,2023-02-09,0
1480.0,First480,Last480,NO,ONLINE,2023-04-16,1
1481.0,First481,Last481,DE,ONLINE,2023-10-30,1
1482.0,First482,Last482,NO,WHOLESALE,2023-04-02,0
1483.0,First483,Last483,DE,RETAIL,2023-10-18,0
1484.0,First484,Last484,NO,RETAIL,2023-06-18,0
1485.0,First485,Last485,DE,ONLINE,2023-03-26,0
1486.0,First486,Last486,DE, retail,2023-05-02,0
1487.0,First487,Last487,SE,RETAIL,2023-07-13,0
1488.0,First488,Last488,SE,RETAIL,2023-10-07,1
1489.0,First489,Last489,DE,WHOLESALE,2023-08-10,0
1490.0,First490,Last490,SE,WHOLESALE,2023-12-07,0
1491.0,First491,Last491,NO,WHOLESALE,2023-11-13,0
1492.0,First492,Last492,DK,WHOLESALE,2023-10-02,1
1493.0,First493,Last493,NO,RETAIL,2023-08-09,1
1494.0,First494,Last494,NO,ONLINE,2023-04-16,0
1495.0,First495,Last495,DE, retail,2023-05-31,0
1496.0,First496,Last496,NO,WHOLESALE,2023-02-13,1
1497.0,First497,Last497,SE,RETAIL,2023-05-17,1
1498.0,First498,Last498,NL,ONLINE,2023-12-05,0
1499.0,First499,Last499,NO,RETAIL,2023-06-05,1
